percentage_bin_center,r=0.0500,r=0.0600,r=0.0700,r=0.0800,r=0.0900,r=0.1000,r=0.1100,r=0.1200,r=0.1300,r=0.1400,r=0.1500,r=0.1600,r=0.1700,r=0.1800,r=0.1900,r=0.2000,r=0.2100,r=0.2200,r=0.2300,r=0.2400,r=0.2500,r=0.2600,r=0.2700,r=0.2800,r=0.2900,r=0.3000,r=0.3100,r=0.3200,r=0.3300,r=0.3400,r=0.3500,r=0.3600,r=0.3700,r=0.3800,r=0.3900,r=0.4000,r=0.4100,r=0.4200,r=0.4300,r=0.4400,r=0.4500,r=0.4600,r=0.4700,r=0.4800,r=0.4900,r=0.5000,r=0.5100,r=0.5200,r=0.5300,r=0.5400,r=0.5500,r=0.5600,r=0.5700,r=0.5800,r=0.5900,r=0.6000,r=0.6100,r=0.6200,r=0.6300,r=0.6400,r=0.6500,r=0.6600,r=0.6700,r=0.6800,r=0.6900,r=0.7000,r=0.7100,r=0.7200,r=0.7300,r=0.7400,r=0.7500,r=0.7600,r=0.7700,r=0.7800,r=0.7900,r=0.8000,r=0.8100,r=0.8200,r=0.8300,r=0.8400,r=0.8500,r=0.8600,r=0.8700,r=0.8800
1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2501093845711517e-05,1.2501031335085162e-05,1.2501031335085162e-05,1.2500984452525654e-05,2.5001968905051307e-05,2.5001875140635584e-05,2.5001875140635584e-05,3.750271894712371e-05,3.750271894712371e-05,3.750257830225833e-05,3.750257830225833e-05,3.750253142087096e-05,3.750253142087096e-05,3.75024845396008e-05,5.0003312719467735e-05,5.0003312719467735e-05,5.0003312719467735e-05,5.0003312719467735e-05,5.0003312719467735e-05,5.0003312719467735e-05,5.0003250211263806e-05,5.0003250211263806e-05,5.0003250211263806e-05,5.0003250211263806e-05,5.000318770321615e-05,5.000318770321615e-05,5.000318770321615e-05,5.000318770321615e-05,5.000318770321615e-05,5.000318770321615e-05,5.000318770321615e-05,5.000318770321615e-05
1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2501765874429752e-05,1.2501625211277455e-05,2.500312539067381e-05,3.7504406767795186e-05,3.75041723391727e-05,3.75038910286942e-05,5.000475045129283e-05,5.000456291636607e-05,3.750328153713447e-05,3.75030940052554e-05,5.0004125340340535e-05,5.00039378101025e-05,3.750295335757688e-05,3.750281271095329e-05,3.750281271095329e-05,2.5001812631415755e-05,3.750271894712364e-05,3.750257830225825e-05,3.750257830225825e-05,3.750253142087088e-05,3.750253142087088e-05,3.750248453960072e-05,2.500165635973381e-05,2.500165635973381e-05,2.500165635973381e-05,2.500165635973381e-05,2.500165635973381e-05,2.500165635973381e-05,2.5001625105631845e-05,2.5001625105631845e-05,2.5001625105631845e-05,2.5001625105631845e-05,2.500159385160802e-05,2.500159385160802e-05,2.500159385160802e-05,2.500159385160802e-05,2.500159385160802e-05,2.500159385160802e-05,2.500159385160802e-05,2.500159385160802e-05
1.6500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2502484868867677e-05,2.5004594594256674e-05,3.7506376083934234e-05,3.750604785021582e-05,5.0007688682134836e-05,3.7505297623289255e-05,5.000650084510982e-05,3.750468808601072e-05,2.500293784519679e-05,3.75041723391727e-05,3.75038910286942e-05,2.5002375225646414e-05,2.5002281458183036e-05,5.000437538284595e-05,5.0004125340340535e-05,3.75030940052554e-05,5.00039378101025e-05,6.250492226262813e-05,6.250468785158882e-05,7.500562542190658e-05,7.500543789424727e-05,6.250453157853939e-05,7.50051566045165e-05,7.50051566045165e-05,8.750590664869871e-05,8.750590664869871e-05,8.750579725906834e-05,8.750579725906834e-05,8.750579725906834e-05,8.750579725906834e-05,8.750579725906834e-05,8.750579725906834e-05,8.750579725906834e-05,8.750568786971146e-05,8.750568786971146e-05,8.750568786971146e-05,8.750568786971146e-05,8.750557848062807e-05,8.750557848062807e-05,8.750557848062807e-05,8.750557848062807e-05,8.750557848062807e-05,8.750557848062807e-05,8.750557848062807e-05,8.750557848062807e-05
1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2503203946011184e-05,2.500615776635e-05,3.750872077758084e-05,5.001062725829246e-05,3.750745460660311e-05,3.750689189138509e-05,2.5004250722622883e-05,3.75060478502159e-05,2.5003844341067476e-05,2.5003531748859562e-05,3.750487563383245e-05,5.000625078134774e-05,6.25073446129921e-05,6.250695389862131e-05,7.500778205738856e-05,8.750831328976265e-05,8.750798510364083e-05,6.250546922855758e-05,6.25051566754258e-05,6.25051566754258e-05,5.0003937810102614e-05,5.0003937810102614e-05,7.500562542190675e-05,6.250468785158894e-05,8.750634420995535e-05,8.750634420995535e-05,0.00011250773490677499,0.00011250773490677499,0.00011250759426261287,0.00011250759426261287,0.00011250745361880239,0.00011250745361880239,0.00011250745361880239,0.00011250745361880239,0.00011250745361880239,0.00012500828179866933,0.00012500828179866933,0.0001250081255281595,0.0001250081255281595,0.0001250081255281595,0.0001250081255281595,0.00012500796925804037,0.00012500796925804037,0.00012500796925804037,0.00012500796925804037,0.00012500796925804037,0.00012500796925804037,0.00012500796925804037,0.00012500796925804037
1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2503735490977919e-05,1.2503657319766021e-05,3.751064364513427e-05,5.001337857876978e-05,3.750961183803347e-05,3.750923664952492e-05,2.50058138517205e-05,2.500531362914617e-05,2.5004969737735353e-05,3.750689189138501e-05,6.251062680655707e-05,6.251007975035969e-05,7.501153302320225e-05,8.751236112100827e-05,6.250812605638727e-05,5.000625078134762e-05,5.000587569039358e-05,6.250695389862117e-05,7.50077820573884e-05,0.00011251068851540886,0.00011251026656182366,0.00012501093845711489,0.00013751134468593647,0.00016251340735610673,0.00017501378233535878,0.00020001575124041,0.0001750131259844487,0.000212515938695402,0.00021251540736703394,0.00023751721999844968,0.0002125146103794634,0.0002125146103794634,0.00020001350091131134,0.00022501518852522523,0.0002375157354174712,0.0002375157354174712,0.0002375157354174712,0.0002375157354174712,0.0002375157354174712,0.0002375157354174712,0.0002375157354174712,0.00023751543850350252,0.00023751543850350252,0.00025001625105631846,0.00025001625105631846,0.0002500159385160802,0.0002500159385160802,0.0002500159385160802,0.0002500159385160802,0.0002500159385160802,0.0002500159385160802,0.0002500159385160802,0.0002500159385160802
1.9500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2504204538776181e-05,1.2504048185600107e-05,3.7511816222110016e-05,3.751120647293384e-05,3.7510971959298146e-05,2.5007095763422907e-05,2.5006689289384946e-05,2.5006407892022368e-05,3.750923664952499e-05,6.251453462930139e-05,6.251328407286556e-05,8.751739408207394e-05,6.251148648564182e-05,3.7506376083934316e-05,5.000806380028787e-05,7.501153302320242e-05,0.00011251589286986801,0.0001250162521127748,0.0001500187523440432,0.0001625190959937795,0.00017501947091613966,0.0002125220491626009,0.00020001900180517177,0.0002250205331236478,0.0002250196892228073,0.00023751959536661807,0.00023751959536661807,0.000250019689050513,0.0002125167356929361,0.00023751781383603803,0.00023751781383603803,0.0002500181263141581,0.00022501631368274227,0.0002375163292476361,0.0002500171886817222,0.0002750185637530537,0.0002500168761391397,0.0002625173917772056,0.0002750182199570725,0.0002750182199570725,0.0002750182199570725,0.0002750182199570725,0.0002625173917772056,0.0002625173917772056,0.0002750178761619509,0.0002750178761619509,0.000262517063609135,0.00028751868871476686,0.00028751832929349287,0.00028751832929349287,0.00028751832929349287,0.00028751832929349287,0.00028751832929349287,0.0003000191262192969,0.0003000191262192969,0.0003000191262192969
2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.250451725685903e-05,2.5008815607501623e-05,2.5008409077552304e-05,3.7512144556800235e-05,2.500787748140662e-05,2.5007470981955838e-05,2.5007314639532042e-05,3.751064364513427e-05,5.001337857876978e-05,7.501922367606693e-05,6.251539441587486e-05,3.7508720777580755e-05,5.001062725829234e-05,0.00010001987895094141,0.00011252067567415501,0.00013752337897442554,0.00015002419140086327,0.00017502691038747193,0.00020002825399087604,0.00022502925380299418,0.0002250281285160643,0.0002250264406067711,0.0002250250340350362,0.00022502334617216516,0.00023752256464364095,0.0002500228145818304,0.00027502406460565277,0.0002625216580367878,0.00033752784604729863,0.00035002756467071756,0.00040003150248082,0.0004625346901017572,0.00048753656524239277,0.0005125371589440231,0.0005500398778911466,0.0005375369556657015,0.0005750395339679598,0.0005625379713130632,0.0006250421903478479,0.0006125405808134783,0.0006500430653530791,0.0007000463780725468,0.0007000463780725468,0.0007250480344322804,0.0007250480344322804,0.0007500496907920142,0.0007375479406161393,0.0007500487531689553,0.0007500487531689553,0.0007500487531689553,0.0007500478155482405,0.0007500478155482405,0.0007625486124740445,0.0007625486124740445,0.0007625486124740445,0.0007500478155482405,0.0007500478155482405,0.0007500478155482405
2.1500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2504798716507449e-05,3.751397395529832e-05,3.751355177057709e-05,3.7513223411252434e-05,2.5008409077552304e-05,2.5008096371200152e-05,3.7511816222109934e-05,5.0014941963911676e-05,7.502194391859613e-05,6.251773940855713e-05,3.7510033934077335e-05,6.251601973005577e-05,0.00011252770994857473,0.00012502906925860251,0.00015003188177487703,0.00015002981842641213,0.0002000367567540534,0.0002250382565036054,0.00022503628710129488,0.00021253267689907307,0.0002125300198653058,0.00023753087901427165,0.00025003125390673814,0.00033753966091015666,0.0003875431141714512,0.00043754539533476564,0.0005125486921257515,0.0005500501920800269,0.0006000525045941515,0.0007125587860998527,0.0007125587860998527,0.00080006300496164,0.0008500669427717425,0.0008375628172112901,0.000850063754781608,0.000912566161046675,0.0009375679736780908,0.0010250704735950589,0.001037571333029145,0.0011000742550122122,0.0011000742550122122,0.001175077848907489,0.0012250811616269567,0.0012250811616269567,0.0012500828179866906,0.0012500828179866906,0.0012500828179866906,0.0012500828179866906,0.0012500812552815922,0.0012625820678344082,0.00128758369294004,0.001275082880387224,0.001275081286432009,0.001275081286432009,0.0012625804895062048,0.0012625804895062048,0.0012625804895062048,0.0012625804895062048,0.0012625804895062048,0.0012625804895062048
2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2505377312244253e-05,3.751533439293308e-05,3.7514396149522346e-05,2.5009315970198875e-05,2.500903451371806e-05,1.2504407803750811e-05,5.001681815510461e-05,6.252024092800039e-05,6.251969370351655e-05,3.7511206472933755e-05,5.0014629279064085e-05,0.00011253193093540282,0.0001375367910916169,0.0001375352434061227,0.00016254002548127461,0.00022505232466548452,0.00022504782266231552,0.00018753727303301513,0.00021253905405118172,0.0002375403818649168,0.00031255039875179843,0.00037505766511601124,0.00045006357147947106,0.000525068258873653,0.0006125765720715084,0.0006875807907429117,0.0008125904006820752,0.0008125843056217075,0.0008875843205104477,0.00098759011759823,0.0010875951645768994,0.001225101070838343,0.0012376021021734281,0.0013126033675151907,0.0013876092742303445,0.0014376078205865428,0.001525114383578767,0.001537611476832069,0.0015876151020949004,0.0015751082886948464,0.0015876091481289325,0.0016251096949044047,0.0016501113825183186,0.0016251076633826977,0.00157510435066323,0.0016001060070229638,0.0016126068352028307,0.0016501093197424316,0.0016876118042820324,0.0017001126324618992,0.0017251121322885974,0.0017251121322885974,0.0017251121322885974,0.0017126113197357814,0.0017251099757609534,0.0017251099757609534,0.0017251099757609534,0.0017251099757609534,0.0017251099757609534,0.0017251099757609534,0.0017251099757609534,0.0017251099757609534
2.3500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2506128002721322e-05,3.7517023349344736e-05,3.7516131936732764e-05,2.501022292862205e-05,2.5009597433014898e-05,2.5009315970198875e-05,3.751355177057709e-05,6.252203901875406e-05,5.001681815510461e-05,2.5008096371200152e-05,6.251969370351655e-05,0.00011253361941880126,0.0001250365731976602,0.0001500425745805371,0.00021255685895977156,0.00021255446708218963,0.00018754618324762456,0.000200046510813764,0.00022504782266231552,0.00033756709145942726,0.00045008270269662005,0.0005375913905363907,0.0006125987815535249,0.0007126095637204215,0.0007751094842146446,0.000875113764789422,0.0010626328291036369,0.0011751380787242492,0.0012001335148535265,0.0013751426710521205,0.0014876413259259616,0.0015251391689491652,0.001562636730713936,0.001512624791545301,0.0016626371675663228,0.0017501378233535877,0.001762638807806113,0.0018501387604070289,0.0018626396979773466,0.0018751359473561816,0.002037647729460384,0.0020376400877560315,0.0021001443849264618,0.0021251434471826827,0.0021751468224105105,0.002225147416016309,0.002300152385095511,0.002300152385095511,0.0024126598387143126,0.002387658182354579,0.002387658182354579,0.002387658182354579,0.002400156010140657,0.002400156010140657,0.002375154385035025,0.0023876551975878413,0.0023876522128285656,0.00240015300975437,0.00240015300975437,0.00240015300975437,0.00240015300975437,0.00240015300975437,0.00240015300975437,0.00240015300975437
2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2507035207304153e-05,2.5013257026223986e-05,3.7518384008164137e-05,2.5011348899563264e-05,2.501075462448862e-05,1.2505111464311081e-05,3.7514396149522515e-05,5.0018631940397974e-05,5.001806902743634e-05,3.75132234112526e-05,0.00010003363631020966,0.00012504048185600132,0.0001500472648884404,0.00020005976785564757,0.00021256217443602329,0.00016254612246224923,0.00020005351431508,0.0002250576710282018,0.0003375831298457257,0.0004751104631826917,0.0005876248702849376,0.0006626316980499899,0.0007376355405305751,0.0008501445245691797,0.0010126632919558315,0.0011501768396891064,0.0013376889485639896,0.0014751917749307461,0.0014501812726590874,0.0014751733328666168,0.001612679410584433,0.0017376802843295054,0.00176266745340808,0.0019626790944673772,0.00202517720300527,0.0021626784209697377,0.0022876887343205895,0.0023001811392647253,0.0023626860615273537,0.002475185638922928,0.0024876865764932457,0.0025626857947201264,0.002575186701035834,0.0027876916538012086,0.002925201107576156,0.002925197450827941,0.00288769491940707,0.0029251937940888684,0.0029501954504486025,0.0029876979349882037,0.0029376946222687355,0.0029876979349882037,0.0030252004195278044,0.0030377012477076715,0.0030501982628870984,0.003087700700545546,0.0031252031382039947,0.0031877072009680743,0.0032127048099316446,0.0032127048099316446,0.0032127048099316446,0.0032252056068574485,0.0032252056068574485,0.0032252056068574485,0.0032252056068574485,0.0032252056068574485
