r,theta_deg_center,theta_deg_lo_1sigma,theta_deg_hi_1sigma,theta_deg_std
0.041577115654065765,2.6019442133622688,2.05938503715317,3.1280987171993937,0.5198525978679482
0.04290974041345636,2.96751065554283,2.440226258907594,3.487321459172077,0.5141435050226856
0.04424236517284696,3.3215771521163195,2.8051222605540467,3.835355202033497,0.5074979489807958
0.045574989932237554,3.663520475121255,3.1588158527273635,4.169626042086408,0.5000109442425185
0.04690761469162815,3.992657963798562,3.496034053187042,4.488653868866228,0.492340401222016
0.04824023945101875,4.308021685516587,3.811630727152843,4.800776575600595,0.48596887294246444
0.049572864210409344,4.612418824492302,4.11473768506993,5.104943356381814,0.4822438822372286
0.05090548896979994,4.909746258101649,4.410736362486737,5.402398341129487,0.4811965904208237
0.05223811372919054,5.203203252882194,4.702374785523157,5.694374278724469,0.48151450892225256
0.053570738488581134,5.490913980286659,4.993508050489267,5.97821014421888,0.48223363533761143
0.05490336324797173,5.773328489296347,5.280296916996424,6.257907889570706,0.4832904119500482
0.05623598800736233,6.051690897895936,5.5616159496760424,6.537570765399783,0.4848761397057939
0.05756861276675292,6.326695235067083,5.838447351951806,6.812551392402171,0.4867711622390163
0.05890123752614352,6.597670812341629,6.110359017243478,7.09231280353838,0.4888262236889767
0.060233862285534116,6.865122939713187,6.379830740588586,7.364774772302448,0.4910978982994337
0.06156648704492471,7.129649984124893,6.647580569967112,7.629143606488492,0.4935955727064649
0.06289911180431532,7.391329999300476,6.909149940390556,7.893252658042537,0.49620792268318703
0.0642317365637059,7.649968332893226,7.168372658741415,8.159159163959165,0.49894351633603257
0.06556436132309651,7.90597531047885,7.426335808801877,8.41800607850783,0.5018466540083639
0.06689698608248709,8.15975241982931,7.674443464170405,8.673462876724635,0.5048779497486976
0.0682296108418777,8.411144973771153,7.919865657448861,8.925817073166607,0.5079847776361018
0.06956223560126829,8.660197061171308,8.16110791352926,9.173799298093538,0.5112103955225376
0.0708948603606589,8.907246614107938,8.40220976937005,9.419715452129314,0.5145777581456198
0.07222748512004948,9.152574449095129,8.642267855744132,9.663578021510787,0.5180344089206642
0.07356010987944009,9.395960945541246,8.87996235290365,9.905693425450567,0.5215599297967366
0.07489273463883067,9.637554516609987,9.120876807554849,10.149043793694641,0.5251961297564397
0.07622535939822128,9.87763251704305,9.358551620636035,10.397701061290483,0.5289496083771887
0.07755798415761186,10.116353540188003,9.594720674920648,10.643983041223064,0.532769731610892
0.07889060891700247,10.353528268156513,9.829582420574383,10.884719414390089,0.536656532919316
0.08022323367639306,10.589334623454503,10.062907216070302,11.124180198955976,0.5406374262572282
